cluster;id;author;volume;title;institution;venue;address;publisher;year;pages;editor;note;month;class
227;17395;schapire, r. e., freund, y., bartlett, p., & lee, w. s.;;boosting the margin: a new explanation for the effectiveness of voting methods.;;;;;(1998).;;;annals of statistics (to appear).;;schapire
248;17322;schapire, r.,;5(2);the strength of weak learnability,;;machine learning,;;;1990.;197-227,;;;;schapire1990
269;17331;schapire, r.,;;the design and analysis of efficient learning algorithms.;;;;mit press,;;92.;;;;schapire1991
269;17336;schapire, r.,;;the design and analysis of efficient learning algorithms.;;;;mit press,;1992.;;;;;schapire1991
266;17370;schapire, r., freund, y., bartlett, p., and lee, w.;;boosting the margin: a new explanation for the effectiveness of voting methods. in machines that learn - snowbird.;;;;;(1997).;;;;;schapire1997
279;17371;schapire, r., y. freund, p. bartlett, and w.;;lee (1997). boosting the margin : a new explanation for the effectiveness of voting methods.;;;;;;;;(available at http:www.research.att.com/~yoav).;;schapire1997
248;17290;schapire, r.e.;5;the strength of weak learnability,;;machine learning,;;kluwer academic publishers.;(1990),;pp. 197-227,;;;;schapire1990
248;17291;schapire, r.e.;;the strength of weak learn-ability.;;machine learning 5;;;1990.;197-227.,;;;schapire1990;schapire1990
248;17292;schapire, r.e.;;the strength of weak learnability.;;machine learning 5:;;;1990.;197-227.,;;;schapire1990;schapire1990
248;17326;schapire, r.e.;;the strength of weak learnability.;;machine learning 5:;;;;197-227.,;;;schapire1990;schapire1990
242;17363;schapire, r.e.;;private communication.;;;;;(1996),;;;;;schapire1996p
248;17293;schapire, r.e.,;5, 2,;the strength of weak learnability;;machine learning,;;;(1990),;pp. 197-227.;;;;schapire1990
244;17347;schapire, r.e.,;;the design and analysis of efficient learning algorithms.;;;;the mit press,;1992.;;;;15,schapire1991;schapire1991
244;17348;schapire, r.e.,;;the design and analysis of efficient learning algorithms.;;;;the mit press,;1992.;;;;;schapire1991
263;16410;schapire, r.e., and y. freund,;;a decision theoretic generalization of on-line learning and its application to boosting.;;in eurocolt 95,pp.;;springer verlag,;1995.;23-27,;;;;freund1995b
263;17360;schapire, r.e., and y. freund,;;a decision theoretic generalization of on-line learning and its application to boosting.;;in eurocolt 95,pp.;;springer verlag,;1995.;23-27,;;;;schapire1995
227;17372;schapire, r.e., freund, y., bartlett, p., and lee w.s.:;;boosting the margin: a new explanation for the effectiveness of voting methods.;;proceedings of the 11th international conference on machine learning.;;morgan kaufmann (1997) 322-330.;;;;;;schapire1997
227;17373;schapire, r.e., freund, y., bartlett, p., and lee,;;w.s.: boosting the margin: a new explanation for the effectiveness of voting methods.;;proceedings of the fourteenth international conference on machine learning.;;morgan kaufmann (1997) 322-330.;;;;;;schapire1997
227;17386;schapire, r.e., freund, y., bartlett, p., and lee,;;w.s. boosting the margin: a new explanation for the effectiveness of voting methods.;;in proceedings of the 14th international conference on machine learning,;;morgan kaufmann.;;322-330.,;;;schapire1997;schapire1997
231;17374;schapire, r.e., freund, y., bartlett, p., and lee, w.s.;;boosting the margin:;;;;;1997.;;;;;schapire1997
227;17375;schapire, r.e., freund, y., bartlett, p., and lee, w.s.;;boosting the margin: a new explanation for the effectiveness of voting methods.;;in proceedings of the 14th international conference on machine learning,;;morgan kaufmann.;1997.;322-330.,;;;schapire1997;schapire1997
265;17376;schapire, r.e., y. freund, p.;;bartlett & w.s. lee (1997), boosting the margin: a new explanation for the effectiveness of voting methods,;;in proceedings of the fourteenth international conference on machine learning,;;morgan kaufmann.;;pp. 322-330.;;;;schapire1997
248;17294;schapire, r.e.:;;the strength of weak learnability.;;;;;;;machine learning 5 (1990) 197-227.;;schapire1990;schapire1990
248;17295;schapire, robert e.;;the strength of weak learn-ability.;;machine learning 5(2);;;1990.;197-226.,;;;schapire1990;schapire1990
87;17296;shapire, r.;5;the strength of weak learnability.;;machine learning,;;;(1990).;197-227.,;;;schapire1990;schapire1990
87;17327;shapire, r. e.,;vol. 5,;the strength of weak learnability,;;machine learning,;;;1990.;pp. 197-227,;;;;schapire1990
89;17377;shapire, r., freund, y., bartlett, p. & lee, w.;;boosting the margin: a new explanation for the effectiveness of voting methods,;;snowbird 1997 conference.;;;(1997),;;;;;schapire1997
107;16193;t. dietterich, m. kearns, and y. mansour.;;applying the weak learning framework to understand and improve c4.5.;;in proceedings of the 13th international conference on machine learning,;;;1996.;pages 96-104,;;;;dietterich1996
107;16195;t. dietterich, m. kearns, and y. mansour.;;applying the weak learning framework to understand and improve c4.5.;;in machine learning: proceedings of the international conference.;;morgan kaufmann,;1996.;;;;;dietterich1996
107;16196;t. dietterich, m. kearns, and y. mansour.;;applying the weak learning framework to understand and improve c4.5.;;unpublished manuscript,;;;1996.;;;;;dietterich1996
107;16187;t. g. dietterich, m. kearns, and y. mansour.;;applying the weak learning framework to understand and improve c4.5.;;in proceedings of the 13th international conference on machine learning,;;morgan kaufmann,;1996.;pages 96-104.;;;;dietterich1996
121;16194;tom dietterich, michael kearns, and yishay mansour.;;applying the weak learning framework to understand and improve c4.5.;;in machine learning: proceedings of the thirteenth international conference,;;;1996.;;;;;dietterich1996
136;16186;w. w. cohen, r. e. shapire, and y. singer.;;learning to order things.;;in advances in neural information processing systems 10,;;;1998.;;;;;cohen1998
136;16183;william w. cohen, rob schapire, and yoram singer.;;learning to order things.;;;;;1997.;;;to appear in nips-97,;;cohen1998
136;16184;william w. cohen, robert e. schapire, and yoram singer.;;learning ro order things.;;in advances in neural information processing systems 10,;;;1997.;;;;;cohen1998
136;16185;william w. cohen, robert e. schapire, and yoram singer.;;learning to order things.;;in advances in neural information processing systems 10,;;;1998.;;;;;cohen1998
148;16339;y. freund and d. haussler.;;unsupervised learning of distributions on binary vectors using two layer networks.;;in proceedings of the 1991 conference on neural information processing systems.;;morgan kaufmann,;1992.;;;;;freund1992c
148;16341;y. freund and d. haussler.;;unsupervised learning of distributions on binary vectors using 2-layer networks.;;in advances in neural information processing systems 4,;;morgan kaufmann publishers,;1992.;pages 912-919.;;;;freund1992c
148;16344;y. freund and d. haussler.;;unsupevised learning of distributions on binary vectors using two-layer networks.;;in proceedings of the 1991 conf. on neural informations processing systems,;san mateo, ca, 1992.;morgan kaufmann.;;;;;;freund1992c
153;16421;y. freund and d. ron.;;learning to model sequences generated by switching distributions.;;proceedings of the 1995 conference on computational learning theory,;;;1995.;pages 4150,;;;;freund1995e
153;16424;y. freund and d. ron.;;learning to model sequences generated by switching distributions.;;in proceedings of the eighth annual acm conference on computational learning theory (colt),;;;1995.;;;;;freund1995e
153;16425;y. freund and d. ron.;;learning to model sequences generated by switching distributions.;;in proceedings of the eighth annual acm conference on computational learning theory (colt),;;;1995.;pages 41-50,;;;;freund1995e
187;16389;y. freund and r. e. schapire.;;a decision-theoretic generalization of on-line learning and an applicationto boosting.;;in proceedings of the second european conference on computational learning theory,;;springer-verlag,;1995.;pages 23-37.;;;;freund1995b
187;16390;y. freund and r. e. schapire.;;a decision-theoretic generalization of on-line learning and an application to boosting.;;in proceedings of the second european conference on computational learning theory,;;springer-verlag,;1995.;pages 23-37.;;20 christopher merz;;freund1995b
186;16479;y. freund and r. e. schapire.;;experiments with a new boosting algorithm.;;in proceedings of the thirteenth international conference on machine learning,;bari, italy, 1996.;morgan kaufmann.;;pages 148-156,;;;;freund1996c
207;16442;y. freund and r. schapire,;;game theory, on-line prediction and boosting,;;in proceedings of the 9th annual conference on computational learning theory,;;;1996.;;;;;freund1996b
187;16415;y. freund and r. schapire.;;a decision-theoretic gener alization of on-line learning and an application to boosting.;;in proceedings of the second european conference on computational learning theory,;;;1995.;pages 2337,;;;;freund1995b
187;16416;y. freund and r. schapire.;;a decision-theoretic generalization of on-line learning and an application to boosting.;;in proceedings of the second european conference on computational learning theory,;;;1995.;pages 23-37,;;;;freund1995b
187;16417;y. freund and r. schapire.;;a decision-theoretic generalization of on-line learning and an application to boosting.;;in proceedings of the second european conference on computational learning theory,;;;1995.;pages 2337,;;;;freund1995b
207;16437;y. freund and r. schapire.;;game theory, on-line prediction and boosting.;;in pro ceedings of the 9th annual conference on computational learning theory,;;;1996.;pages 325-332,;;;;freund1996b
207;16438;y. freund and r. schapire.;;game theory, on-line prediction and boosting.;;in proceedings of the 9th annual conference on computational learning theory,;;;1996.;pages 325-332,;;;;freund1996b
207;16443;y. freund and r. schapire.;;game theory, on-line prediction and boosting.;;in colt-96,;;;1996.;pages 325332,;;;;freund1996b
186;16474;y. freund and r. schapire.;;experiments with a new boosting algorithm.;;in proc. thirteenth conf. machine learning,;;;1996.;pages 148156,;;;;freund1996c
186;16475;y. freund and r. schapire.;;experiments with a new boosting algorithm.;;machine learning proc of 13th international conference.;;morgan kaufmann,;1996.;;in l. saitta, editor,;;;freund1996c
186;16478;y. freund and r. schapire.;;experiments with a new boosting algorithm.;;in proc. thirteenth conf. machine learning,;;;1996.;pages 148156,;;;;freund1996c
186;16481;y. freund and r. schapire.;;experiments with a new boosting algorithm.;;in proc. thirteenth conf. machine learning,;;;1996.;pages 148-156,;;;;freund1996c
186;16485;y. freund and r. schapire.;;experiments with a new boosting algorithm.;;in proceedings of the thirteenth international conference on machine learning (icml-96),;san francisco, ca,;morgan kaufmann,;1996.;pages 148-156.;;;;freund1996c
186;16488;y. freund and r. schapire.;;some experiments with a new boosting algorithm.;;in machine learning: proceedings of the international conference.;;morgan kaufmann,;1996.;;;;;freund1996c
186;16491;y. freund and r. schapire.;;experiments with a new boosting algorithm.;;in icml-96,;;;1996.;pages 148156,;;;;freund1996c
186;16505;y. freund and r. schapire.;;some experiments with a new boosting algorithm.;;unpublished manuscript,;;;1996.;;;;;freund1996e
187;16511;y. freund and r. schapire.;55(1);a decision-theoretic generalization of on-line learning algorithms and an application to boosting.;;journal of computer and system sciences,;;;1997.;119-139,;;;;freund1997a
187;16521;y. freund and r. schapire.;55(1);a decision-theoretic generalization of on-line learning and an application to boosting.;;journal of computer and systems sciences,;;;1997.;;;;;freund1997a
187;16411;y. freund and r.e. schapire.;;a decision-theoretic generalization of on-line learning and an application to boosting.;;in eurocolt-95,;;;1995.;;;;;freund1995b
